Authorizable,ContractManager,OrderLogic,OrderStorage,Owned,ProductLogic,ProductStorage,Purchase,TokenCubit,UserLogic,UserStorage,VatLogic,VatStorage,average
575342,725916,1984009,2190676,226977,1813829,2102538,1173138,1661887,1168910,1145054,1999237,1144841,1377873
