addAuthorized,removeAuthorized,registerOrder,addAuthorized,addOrder,transferOwnership,addProduct,deleteProduct,modifyProduct,addAuthorized,addProduct,deleteProduct,setHashFunction,setHashSize,setLatestHashIpfs,setNetPrice,setSeller,setVatPercentage,saveAndPayOrder,approve,mintToken,transfer,addBusiness,addCitizen,addUser,getUserType,setEnable,payVat,refundVat,registerVat,addAuthorized,insertVatAndSetState,average
43628,14300,397315,28695,366062,28456,156025,35321,67312,28650,147159,32220,35697,28234,35602,27866,29457,28112,402560,45419,148612,45775,53083,91970,91758,86840,28496,69739,72169,77065,28651,71639,113299
