data,Authorizable,ContractManager,OrderLogic,OrderStorage,Owned,ProductLogic,ProductStorage,Purchase,TokenCubit,UserLogic,UserStorage,VatLogic,VatStorage,average
2019-04-27,4.43,4.01,9.77,16.75,1.37,11.76,16.50,5.63,10.61,6.85,8.70,8.86,8.83,8.77

