2019-04-08,3289
2019-04-09,3362
2019-04-10,3517
2019-04-11,3549
2019-04-12,3549
2019-04-13,3611
2019-04-14,4181
2019-04-15,4199
2019-04-16,4215
2019-04-22,4485
2019-04-24,4892
2019-04-25,5290
2019-04-26,5536
2019-04-27,5536
2019-04-28,5535
2019-04-29,5677
2019-04-30,5710
2019-05-01,6102
